complaint_id,txn_id,user_id,merchant_id,complaint_text,disputed_amount_clean,transaction_timestamp_clean,reported_timestamp_clean,bank_response_timestamp_clean,resolution_status_clean,severity_clean,reason_code_clean,channel_clean,report_delay_days,txn_fk_valid,user_fk_valid,merchant_fk_valid,txn_amount,merchant_category_final,txn_status,disputed_amount_imputed
CBK0002491,TXN00019091,USR41955,MCH3954,User reports money deducted but merchant denies receiving payment.,11124.0,2026-02-20 18:20:01,2026-02-24 00:00:00,2026-03-15 00:00:00,IN_PROGRESS,MEDIUM,Service Not Delivered,Email,3.0,True,False,False,927.84,Book Store,SUCCESS,False
CBK0000133,TXN00011403,USR18453,MCH9291,Suspicious high-value payment disputed by customer.,3000.84,2026-01-14 00:00:00,2026-01-19 00:00:00,2026-02-17 16:25:35,OPEN,HIGH,Customer Dispute,Call Center,5.0,True,False,True,22031.12,Transportation,PENDING,False
CBK0002280,TXN00002173,USR47525,MCH1015,Merchant service was not delivered after payment.,856.42,2026-03-05 03:02:00,2026-03-06 00:00:00,2026-03-15 22:02:04,PENDING_BANK,LOW,Wrong Amount,Branch,0.0,True,False,True,4380.29,Medical / Pharmacy,SUCCESS,False
CBK0002322,TXN00009493,USR71348,MCH1425,user claims account was compromised before transaction.,270.77,2026-02-26 00:00:00,2026-03-13 11:10:29,,RESOLVED,MEDIUM,Service Not Delivered,IVR,15.0,True,False,False,8718.46,Restaurant,SUCCESS,False
CBK0002139,TXN00012172,USR85655,MCH2375,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,21986.64,2026-01-01 00:00:00,2026-01-02 15:32:47,2026-01-24 00:00:00,REJECTED,LOW,Suspected Fraud,App,1.0,True,False,False,21986.64,Hotel / Lodging,SUCCESS,True
CBK0001864,,USR51310,MCH8220,Merchant service was not delivered after payment.,464.81,2026-03-17 12:10:45,2026-03-23 00:00:00,2026-04-07 00:00:00,CLOSED,LOW,Suspected Fraud,Chatbot,5.0,False,True,True,,,,False
CBK0002285,TXN00005474,USR53527,MCH4473,User claims account was compromised before transaction.,271.69,2026-01-29 00:00:00,2026-01-30 00:00:00,,CLOSED,MEDIUM,Customer Dispute,IVR,1.0,True,False,False,17542.12,Transportation,SUCCESS,False
CBK0000840,TXN00018717,USR16257,MCH3019,User claims account was compromised before transaction.,4563.14,2026-02-20 08:58:00,2026-03-02 15:58:44,2026-03-13 00:00:00,PENDING_BANK,LOW,Service Not Delivered,IVR,10.0,True,True,False,13392.14,Restaurant,SUCCESS,False
CBK0000783,,USR96677,MCH2556,User says UPI PIN was not entered by them.,4726.95,2026-02-23 00:00:00,2026-02-23 00:00:00,,CLOSED,MEDIUM,Account Takeover,Chatbot,0.0,False,False,True,,,,False
CBK0002629,TXN00010196,USR41172,MCH4588,User says UPI PIN was not entered by them.,852.0,2026-02-21 00:00:00,2026-02-18 02:42:14,,REJECTED,HIGH,Suspected Fraud,IVR,,True,True,True,23232.72,Medical / Pharmacy,SUCCESS,False
CBK0001589,TXN00088540,USR96555,MCH2757,Merchant service was not delivered after payment.,221.01,2026-01-30 00:47:43,2026-01-31 00:00:00,2026-02-24 20:47:43,REJECTED,HIGH,Suspected Fraud,IVR,0.0,False,False,True,,,,False
CBK0000809,TXN00013144,USR51720,MCH9790,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,688.92,2026-03-09 00:00:00,2026-03-19 23:09:00,,PENDING_BANK,HIGH,Unauthorized Transaction,Call Center,10.0,True,False,True,2300.04,,SUCCESS,False
CBK0000654,TXN00013810,USR50022,MCH5980,complaint received after multiple failed attempts.,4552.67,2026-03-07 00:00:00,2026-03-08 07:44:45,,CLOSED,LOW,Account Takeover,IVR,1.0,True,False,True,3090.16,Grocery,SUCCESS,False
CBK0001614,TXN00017424,USR36509,MCH1316,customer says transaction was not authorized.,9374.52,2026-02-18 00:00:00,2026-02-19 00:00:00,2026-03-21 00:00:00,PENDING_BANK,MEDIUM,Service Not Delivered,Chatbot,1.0,True,False,False,24394.98,Restaurant,SUCCESS,False
CBK0000291,TXN00003485,USR79977,MCH3900,User reports money deducted but merchant denies receiving payment.,485.1,2026-02-10 00:00:00,,,OPEN,LOW,Service Not Delivered,Branch,,True,False,True,14583.94,Transportation,SUCCESS,False
CBK0002114,TXN00004014,USR25900,MCH4717,Customer complaint text unclear due to poor call center notes. urgent,4940.23,2026-03-12 00:00:00,2026-03-19 00:00:00,2026-04-17 22:25:36,RESOLVED,HIGH,Service Not Delivered,Chatbot,7.0,True,True,True,4843.95,Hotel / Lodging,SUCCESS,False
CBK0000739,TXN00017315,USR29561,MCH5980,User says UPI PIN was not entered by them.,704.73,2026-01-04 00:00:00,,2026-01-24 06:45:30,IN_PROGRESS,HIGH,Account Takeover,IVR,,True,True,True,12739.95,Grocery,SUCCESS,False
CBK0002251,TXN00017472,USR79175,MCH4488,Suspicious high-value payment disputed by customer.,14012.62,2026-02-23 08:37:00,2026-03-10 13:37:56,2026-04-01 00:00:00,RESOLVED,CRITICAL,Customer Dispute,IVR,15.0,True,False,False,8148.0,Medical / Pharmacy,PENDING,False
CBK0001438,TXN00008449,USR22964,MCH2194,Complaint received after multiple failed attempts. urgent,653.0,2026-03-22 00:00:00,2026-03-26 00:00:00,2026-04-07 00:00:00,RESOLVED,MEDIUM,Customer Dispute,App,4.0,True,False,False,2945.72,Transportation,SUCCESS,False
CBK0001884,TXN00019164,USR22644,MCH9648,suspicious high-value payment disputed by customer.,1364.5,2026-02-08 00:00:00,2026-02-12 07:08:18,2026-02-14 00:00:00,IN_PROGRESS,LOW,Suspected Fraud,Chatbot,4.0,True,True,False,3067.9,Department Store,SUCCESS,False
CBK0001771,TXN00011619,USR17315,MCH2722,Merchant service was not delivered after payment. call dropped,893.52,2026-01-25 21:15:13,2026-01-26 00:00:00,,IN_PROGRESS,LOW,Service Not Delivered,Email,0.0,True,True,False,22945.89,Medical / Pharmacy,SUCCESS,False
CBK0001406,TXN00010864,USR66856,MCH7459,Customer complaint text unclear due to poor call center notes. pls check asap,2891.42,,2026-03-23 04:34:25,2026-04-20 04:34:25,OPEN,CRITICAL,Unauthorized Transaction,Chatbot,,True,True,True,12667.47,Department Store,SUCCESS,False
CBK0001268,TXN00004622,USR97580,MCH1348,Merchant service was not delivered after payment.,1330.95,2026-01-24 00:00:00,2026-01-24 17:29:00,2026-01-31 00:00:00,REJECTED,MEDIUM,Service Not Delivered,IVR,0.0,True,True,False,19118.63,Hotel / Lodging,SUCCESS,False
CBK0001693,TXN00009578,USR55777,MCH8533,complaint received after multiple failed attempts.,5287.35,2026-02-01 00:00:00,2026-02-04 17:25:23,2026-03-01 17:25:00,CLOSED,MEDIUM,Wrong Amount,App,3.0,True,False,False,18573.11,Telecom,SUCCESS,False
CBK0002368,TXN00004923,USR50207,MCH8391,Merchant service was not delivered after payment.,1673.05,2026-01-27 00:00:00,,,CLOSED,LOW,Wrong Amount,IVR,,True,False,True,14939.76,Transportation,SUCCESS,False
CBK0000452,TXN00002107,USR52224,MCH4529,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,6251.19,2026-02-28 04:18:55,2026-03-10 00:00:00,2026-03-27 12:18:55,REJECTED,HIGH,Service Not Delivered,IVR,9.0,True,False,True,21430.91,Grocery,SUCCESS,False
CBK0001628,TXN00008857,USR61151,MCH4796,Payment made to unknown merchant as per cust statement.,5937.26,2026-03-19 00:00:00,2026-03-22 09:53:18,2026-04-04 09:53:18,REJECTED,LOW,Duplicate Debit,Call Center,3.0,True,False,False,5364.65,Transportation,SUCCESS,False
CBK0000543,TXN00001593,USR30157,MCH9787,User claims account was compromised before transaction.,759.56,2026-03-27 00:00:00,2026-03-28 00:00:00,2026-04-01 00:00:00,PENDING_BANK,HIGH,Service Not Delivered,Call Center,1.0,True,False,True,3218.57,Restaurant,SUCCESS,False
CBK0002740,TXN00013424,USR71939,MCH4819,User reports money deducted but merchant denies receiving payment.,3989.1,2026-02-13 22:58:37,2026-02-16 00:00:00,2026-03-04 13:58:00,PENDING_BANK,LOW,Service Not Delivered,Chatbot,2.0,True,True,False,17252.88,Medical / Pharmacy,SUCCESS,False
CBK0001471,TXN00003290,USR25087,MCH3815,Customer complaint text unclear due to poor call center notes. NA,991.51,2026-03-08 00:00:00,2026-03-09 00:00:00,2026-03-20 00:00:00,CLOSED,HIGH,Service Not Delivered,Email,1.0,True,False,False,5094.78,,SUCCESS,False
CBK0001808,TXN00004140,USR30844,MCH8779,User says UPI PIN was not entered by them.,378.0,,2026-02-14 00:00:00,2026-03-04 00:00:00,IN_PROGRESS,CRITICAL,Customer Dispute,Branch,,True,False,True,13918.89,Grocery,SUCCESS,False
CBK0002225,TXN00011962,USR12961,MCH8953,Payment made to unknown merchant as per customer statement.,6403.5,2026-03-02 02:36:15,2026-03-03 23:36:15,,CLOSED,LOW,Unauthorized Transaction,IVR,1.0,True,True,True,21180.46,Telecom,SUCCESS,False
CBK0000353,TXN00017372,USR56234,MCH7986,Customer complaint text unclear due to poor call center notes.,1275.74,2026-02-02 18:14:36,2026-02-05 01:14:36,2026-02-25 00:00:00,REJECTED,HIGH,Service Not Delivered,IVR,2.0,True,False,True,8120.86,Hotel / Lodging,SUCCESS,False
CBK0002065,TXN00010646,USR10669,MCH3100,Customer says transaction was not authorized. NA,5027.32,2026-01-27 00:00:00,2026-01-29 00:00:00,2026-02-10 00:00:00,IN_PROGRESS,CRITICAL,Wrong Amount,IVR,2.0,True,False,False,1863.0,Transportation,SUCCESS,False
CBK0000833,TXN00007902,USR66726,MCH6087,Merchant service was not delivered after payment. NA,5099.0,2026-02-26 00:00:00,2026-03-09 00:00:00,2026-03-28 04:34:00,IN_PROGRESS,HIGH,Duplicate Debit,IVR,11.0,True,False,False,5536.48,Transportation,SUCCESS,False
CBK0002388,TXN00018528,USR77072,MCH5954,Complaint received after multiple failed attempts.,3336.11,,2026-03-14 00:00:00,2026-03-21 00:00:00,RESOLVED,MEDIUM,Account Takeover,IVR,,True,False,True,4782.31,Grocery,FAILED,False
CBK0001420,TXN00010436,USR26201,MCH9908,User says UPI PIN was not entered by them.,509.15,2026-03-16 06:56:10,2026-03-21 13:56:00,2026-04-16 00:00:00,REJECTED,MEDIUM,Service Not Delivered,IVR,5.0,True,False,False,9086.1,Medical / Pharmacy,FAILED,False
CBK0001795,TXN00017402,USR78513,MCH4226,Complaint received after multiple failed attempts.,2837.81,2026-01-23 04:47:03,2026-01-31 00:47:03,2026-02-11 00:47:03,REJECTED,LOW,Account Takeover,IVR,7.0,True,True,False,18836.9,,SUCCESS,False
CBK0001315,TXN00005438,USR68023,MCH5877,Merchant service was not delivered after payment. urgent,1581.74,2026-02-16 00:00:00,2026-02-22 07:46:00,,OPEN,HIGH,Wrong Amount,Branch,6.0,True,False,False,21042.13,Department Store,SUCCESS,False
CBK0000115,TXN00000541,USR20121,MCH8779,Customer says amount was debited twice.,1346.0,2026-02-20 00:00:00,2026-03-23 03:31:09,2026-04-05 00:00:00,RESOLVED,LOW,Customer Dispute,Email,31.0,True,False,True,23851.74,Medical / Pharmacy,SUCCESS,False
CBK0000627,TXN00003619,USR39542,MCH7650,suspicious high-value payment disputed by customer.,4189.62,2026-03-22 00:00:00,2026-03-22 00:00:00,,OPEN,MEDIUM,Wrong Amount,Call Center,0.0,True,False,False,19900.2,Grocery,SUCCESS,False
CBK0000510,TXN00007774,USR73010,MCH1407,User claims account was compromised before txn.,1443.57,2026-03-07 00:00:00,2026-03-09 00:00:00,2026-04-04 00:00:00,REJECTED,MEDIUM,Unauthorized Transaction,IVR,2.0,True,False,False,8117.71,Transportation,SUCCESS,False
CBK0001979,TXN00007772,USR77274,MCH7833,Customer complaint text unclear due to poor call center notes.,1320.83,2026-03-24 00:00:00,2026-03-31 00:00:00,2026-04-17 10:47:26,PENDING_BANK,CRITICAL,Wrong Amount,IVR,7.0,True,False,True,17722.05,Hotel / Lodging,SUCCESS,False
CBK0001738,TXN00010457,USR59679,MCH9291,Merchant service was not delivered after payment.,2161.39,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-03-17 18:20:16,OPEN,CRITICAL,Suspected Fraud,Call Center,1.0,True,False,True,6302.19,Apparel,SUCCESS,False
CBK0002680,TXN00009041,USR82433,MCH4594,User says UPI PIN was not entered by them.,865.19,2026-02-07 00:00:00,2026-02-10 00:00:00,2026-02-16 00:00:00,OPEN,LOW,Duplicate Debit,Email,3.0,True,False,False,3640.7,Medical / Pharmacy,SUCCESS,False
CBK0001521,TXN00010065,USR51069,MCH8953,user reports money deducted but merchant denies receiving payment.,4146.46,2026-02-14 00:00:00,2026-03-17 18:07:42,2026-04-10 00:00:00,CLOSED,LOW,Service Not Delivered,Chatbot,31.0,True,True,True,3711.87,,SUCCESS,False
CBK0000013,TXN00019943,USR42818,MCH6838,User says UPI PIN was not entered by them. call dropped,728.13,2026-01-02 14:58:54,2026-01-05 00:00:00,,IN_PROGRESS,LOW,Customer Dispute,App,2.0,True,False,True,24452.67,Grocery,FAILED,False
CBK0002262,TXN00088490,USR30627,MCH2594,User reports money deducted but merchant denies receiving payment. NA,4274.13,,2026-03-17 00:00:00,,IN_PROGRESS,HIGH,Service Not Delivered,Chatbot,,False,False,False,,,,False
CBK0000718,TXN00011539,USR60803,MCH7874,customer complaint text unclear due to poor call center notes.,1528.98,2026-03-09 18:51:51,2026-03-10 00:00:00,2026-03-31 00:00:00,IN_PROGRESS,HIGH,Unauthorized Transaction,Chatbot,0.0,True,True,False,14857.0,,SUCCESS,False
CBK0000446,TXN00010750,USR17864,MCH4002,Payment made to unknown merchant as per customer statement.,2928.89,2026-01-12 00:00:00,2026-01-15 00:00:00,2026-01-31 20:48:17,REJECTED,MEDIUM,Service Not Delivered,Call Center,3.0,True,False,True,394.0,Misc Retail,SUCCESS,False
CBK0000258,TXN00017642,USR41056,MCH9394,Customer says amount was debited twice.,1505.96,2026-02-26 00:19:00,2026-03-01 00:00:00,2026-03-24 00:00:00,RESOLVED,HIGH,Customer Dispute,Chatbot,2.0,True,False,True,13070.86,Misc Retail,SUCCESS,False
CBK0000449,TXN00007492,USR66286,MCH2383,Merchant service was not delivered after payment.,2062.69,2026-02-19 00:00:00,2026-02-20 00:00:00,2026-02-25 00:00:00,OPEN,LOW,Customer Dispute,App,1.0,True,False,True,9938.31,Transportation,FAILED,False
CBK0000486,TXN00002729,USR58335,MCH6810,Payment made to unknown merchant as per customer statement.,1526.62,,2026-01-14 19:40:25,2026-01-30 19:40:00,IN_PROGRESS,LOW,Wrong Amount,Call Center,,True,False,False,6172.62,Transportation,SUCCESS,False
CBK0000888,TXN00015372,USR10047,MCH6850,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,1341.86,2026-02-12 00:00:00,2026-02-14 00:00:00,2026-03-02 00:00:00,PENDING_BANK,CRITICAL,Wrong Amount,Chatbot,2.0,True,True,False,15613.77,Hotel / Lodging,SUCCESS,False
CBK0000711,TXN00015632,USR47206,MCH3217,User says UPI PIN was not entered by them.,386.01,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-04-01 23:17:35,IN_PROGRESS,LOW,Customer Dispute,Branch,1.0,True,False,False,11623.4,Grocery,SUCCESS,False
CBK0001690,TXN00011230,USR60327,MCH9976,Complaint received after multiple failed attempts.,2395.8,2026-02-15 00:00:00,,2026-03-13 00:00:00,IN_PROGRESS,LOW,Customer Dispute,Chatbot,,True,False,False,11009.2,Grocery,SUCCESS,False
CBK0001395,TXN00016017,USR47363,MCH9787,User claims account was compromised before transaction.,849.31,2026-02-23 00:00:00,2026-02-27 00:00:00,2026-03-24 05:41:00,OPEN,HIGH,Customer Dispute,Chatbot,4.0,True,False,True,24683.02,Restaurant,PENDING,False
CBK0002728,TXN00014794,USR60133,MCH9291,Payment made to unknown merchant as per customer statement.,975.44,2026-03-03 15:24:00,2026-03-04 11:24:00,2026-03-12 00:00:00,IN_PROGRESS,MEDIUM,Customer Dispute,Chatbot,0.0,True,False,True,16849.0,Transportation,SUCCESS,False
CBK0001237,TXN00015341,USR87558,MCH4264,Complaint received after multiple failed attempts.,6901.63,2026-01-10 19:48:33,2026-01-12 14:48:33,,PENDING_BANK,CRITICAL,Service Not Delivered,IVR,1.0,True,False,False,17650.61,Grocery,SUCCESS,False
CBK0002749,TXN00019208,USR22131,MCH6084,Suspicious high-value payment disputed by customer.,1146.96,2026-03-08 00:00:00,2026-03-10 01:16:17,2026-03-12 00:00:00,REJECTED,MEDIUM,Customer Dispute,Chatbot,2.0,True,False,True,24637.03,Restaurant,SUCCESS,False
CBK0001101,TXN00002219,USR11618,MCH1518,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,3127.19,2026-03-15 00:00:00,2026-03-17 00:00:00,2026-04-12 00:00:00,OPEN,HIGH,Service Not Delivered,Chatbot,2.0,True,False,True,21820.12,Transportation,SUCCESS,False
CBK0000963,TXN00003306,USR42884,MCH8953,Payment made to unknown merchant as per customer statement.,2280.54,2026-01-04 00:00:00,,2026-02-01 00:48:55,IN_PROGRESS,MEDIUM,Duplicate Debit,Email,,True,False,True,8769.51,Medical / Pharmacy,SUCCESS,False
CBK0000772,TXN00010034,USR25196,MCH1320,Customer says amount was debited twice.,305.0,2026-01-06 00:00:00,2026-01-08 09:22:06,2026-02-05 00:00:00,OPEN,CRITICAL,Customer Dispute,Chatbot,2.0,True,True,True,22379.0,Transportation,SUCCESS,False
CBK0002005,,USR66391,MCH8391,customer says amount was debited twice.,1171.4,2026-03-16 13:33:00,2026-03-24 00:00:00,2026-04-16 00:00:00,RESOLVED,LOW,Service Not Delivered,Chatbot,7.0,False,False,True,,,,False
CBK0000345,TXN00007052,USR24877,MCH7863,Payment made to unknown merchant as per customer statement.,13186.11,2026-03-07 06:24:54,2026-03-09 00:00:00,2026-03-22 22:24:54,PENDING_BANK,LOW,Customer Dispute,Chatbot,1.0,True,False,True,13186.11,Restaurant,SUCCESS,True
CBK0000194,TXN00009105,USR80813,MCH3548,Customer complaint text unclear due to poor call center notes.,3394.12,2026-03-10 07:37:00,2026-03-12 03:37:00,2026-03-25 00:00:00,REJECTED,LOW,Service Not Delivered,App,1.0,True,False,True,3394.12,Restaurant,FAILED,True
CBK0002591,TXN00004763,USR40127,MCH4473,Customer says transaction was not authorized.,2865.75,2026-03-10 00:00:00,2026-03-12 23:20:31,2026-03-19 23:20:31,PENDING_BANK,MEDIUM,Duplicate Debit,Chatbot,2.0,True,False,False,18866.69,Transportation,SUCCESS,False
CBK0001957,TXN00009699,USR64159,MCH2134,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,3917.9,2026-02-03 10:47:22,2026-02-06 00:00:00,2026-03-03 00:00:00,IN_PROGRESS,HIGH,Duplicate Debit,Chatbot,2.0,True,False,False,13304.39,Grocery,FAILED,False
CBK0000922,TXN00018185,USR61372,MCH8331,user reports money deducted but merchant denies receiving payment.,660.0,2026-02-27 00:00:00,2026-02-28 00:00:00,,OPEN,CRITICAL,Service Not Delivered,Email,1.0,True,True,True,7159.0,Misc Retail,SUCCESS,False
CBK0000118,TXN00008970,USR64312,MCH2858,Payment made to unknown merchant as per customer statement.,450.63,2026-01-26 00:00:00,,,CLOSED,LOW,Suspected Fraud,IVR,,True,False,False,1678.0,Hotel / Lodging,PENDING,False
CBK0002416,TXN00007831,USR38240,MCH6533,Suspicious high-value payment disputed by customer.,905.66,2026-01-06 01:46:00,2026-01-07 00:00:00,2026-01-28 08:46:41,OPEN,LOW,Account Takeover,Email,0.0,True,False,False,5019.72,Restaurant,SUCCESS,False
CBK0000075,TXN00014086,USR84007,MCH8154,User reports money deducted but merchant denies receiving payment.,1493.94,2026-03-18 00:00:00,2026-03-25 00:00:00,2026-03-26 00:00:00,RESOLVED,MEDIUM,Suspected Fraud,App,7.0,True,False,True,11378.83,Medical / Pharmacy,SUCCESS,False
CBK0001584,TXN00016151,USR53727,MCH3815,Merchant service was not delivered after payment.,1236.73,2026-02-03 00:00:00,2026-02-04 08:28:07,2026-03-06 00:00:00,IN_PROGRESS,LOW,Account Takeover,Call Center,1.0,True,True,False,24396.0,Restaurant,SUCCESS,False
CBK0001958,TXN00018222,USR46902,MCH5561,Customer complaint text unclear due to poor call center notes.,1611.0,2026-03-08 00:00:00,2026-03-10 18:32:00,,CLOSED,LOW,Service Not Delivered,Branch,2.0,True,True,False,16786.64,Hotel / Lodging,SUCCESS,False
CBK0001192,,USR17450,MCH6659,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,4315.76,2026-03-24 09:19:34,2026-03-31 00:00:00,2026-04-30 20:19:34,REJECTED,LOW,Suspected Fraud,IVR,6.0,False,True,False,,,,False
CBK0002096,TXN00008557,USR89656,MCH4345,Payment made to unknown merchant as per customer statement.,752.0,2026-03-14 00:00:00,2026-03-20 00:00:00,,REJECTED,HIGH,Suspected Fraud,Chatbot,6.0,True,True,False,1686.67,Apparel,SUCCESS,False
CBK0000989,TXN00012972,USR33348,MCH5173,Customer says amount was debited twice.,1647.57,2026-03-03 18:36:37,2026-03-14 13:36:37,2026-03-20 00:00:00,RESOLVED,CRITICAL,Unauthorized Transaction,IVR,10.0,True,True,False,23156.0,Grocery,SUCCESS,False
CBK0002306,TXN00008650,USR32641,MCH1565,user claims account was compromised before transaction.,1166.57,2026-02-18 00:00:00,2026-02-19 00:00:00,2026-03-12 00:00:00,OPEN,MEDIUM,Service Not Delivered,Chatbot,1.0,True,True,False,5351.0,Hotel / Lodging,SUCCESS,False
CBK0001387,TXN00008870,USR26871,MCH3687,Suspicious high-value payment disputed by customer.,4628.47,2026-01-20 19:35:20,2026-01-23 00:00:00,,REJECTED,MEDIUM,Unauthorized Transaction,Chatbot,2.0,True,False,False,8762.41,Telecom,PENDING,False
CBK0000996,TXN00000021,USR22644,MCH4473,Complaint received after multiple failed attempts. pls check asap,1284.05,2026-01-07 00:00:00,2026-01-17 19:42:38,2026-02-11 00:00:00,REJECTED,LOW,Customer Dispute,Chatbot,10.0,True,True,False,15300.2,Hotel / Lodging,SUCCESS,False
CBK0001421,TXN00015594,USR50434,MCH6889,Customer complaint text unclear due to poor call center notes.,1421.26,2026-01-26 00:00:00,2026-01-30 00:00:00,2026-02-17 10:08:54,OPEN,LOW,Account Takeover,Email,4.0,True,True,True,16513.06,Grocery,SUCCESS,False
CBK0000238,TXN00008222,USR40061,MCH2274,User reports money deducted but merchant denies receiving payment.,4360.22,2026-02-19 00:00:00,2026-02-22 00:00:00,,IN_PROGRESS,LOW,Customer Dispute,App,3.0,True,True,True,4822.61,Grocery,SUCCESS,False
CBK0001241,TXN00019245,USR99206,MCH4590,Customer complaint text unclear due to poor call center notes.,2987.16,2026-03-11 00:00:00,2026-03-12 00:00:00,2026-04-06 00:00:00,CLOSED,MEDIUM,Suspected Fraud,Branch,1.0,True,False,False,24866.41,Grocery,SUCCESS,False
CBK0000558,TXN00006037,USR26658,MCH7509,user reports money deducted but merchant denies receiving payment.,739.74,2026-02-13 00:00:00,2026-02-14 00:00:00,2026-02-22 03:45:00,CLOSED,LOW,Customer Dispute,Email,1.0,True,False,True,17844.37,Grocery,SUCCESS,False
CBK0001977,TXN00000225,USR94159,MCH5655,Payment made to unknown merchant as per customer statement.,666.0,2026-03-07 00:00:00,2026-03-07 22:21:00,,RESOLVED,HIGH,Customer Dispute,Branch,0.0,True,False,False,6637.41,Grocery,SUCCESS,False
CBK0000076,TXN00001158,USR27355,MCH5963,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,461.85,2026-01-04 00:00:00,2026-01-05 22:59:45,2026-01-09 22:59:00,REJECTED,LOW,Service Not Delivered,IVR,1.0,True,False,True,22022.96,Grocery,SUCCESS,False
CBK0002083,TXN00014640,USR17657,MCH2822,Suspicious high-value payment disputed by customer. NA,5247.0,2026-03-25 00:00:00,2026-03-27 00:00:00,2026-04-03 14:05:27,CLOSED,LOW,Service Not Delivered,Email,2.0,True,False,False,15971.7,Medical / Pharmacy,SUCCESS,False
CBK0001948,TXN00014225,USR73728,MCH8953,Payment made to unknown merchant as per customer statement.,13050.0,2026-02-17 00:00:00,2026-02-18 00:00:00,,OPEN,MEDIUM,Unauthorized Transaction,Call Center,1.0,True,False,True,13050.0,Transportation,SUCCESS,True
CBK0002583,TXN00016902,USR33856,MCH4131,Customer says amount was debited twice.,1595.05,2026-01-15 15:10:59,2026-01-17 22:10:59,2026-02-10 00:00:00,PENDING_BANK,LOW,Unauthorized Transaction,Branch,2.0,True,False,True,3934.9,Transportation,SUCCESS,False
CBK0002069,TXN00019571,USR23992,MCH5315,User claims account was compromised before transaction.,475.0,,2026-03-05 00:00:00,2026-04-04 21:12:20,OPEN,MEDIUM,Unauthorized Transaction,Branch,,True,True,False,12052.46,Department Store,SUCCESS,False
CBK0000924,TXN00003076,USR28031,MCH8603,User says UPI PIN was not entered by them.,342.0,2026-01-01 00:00:00,,2026-01-24 01:31:00,PENDING_BANK,MEDIUM,Customer Dispute,App,,True,False,True,21653.73,Grocery,SUCCESS,False
CBK0002449,TXN00010509,USR57946,MCH4966,Suspicious high-value payment disputed by customer.,1835.21,2026-02-26 06:53:00,2026-02-28 00:00:00,2026-03-25 00:00:00,OPEN,MEDIUM,Service Not Delivered,IVR,1.0,True,False,False,17828.66,Apparel,SUCCESS,False
CBK0000169,TXN00084777,USR83541,MCH9196,Payment made to unknown merchant as per customer statement.,1091.87,2026-03-02 00:00:00,,2026-03-22 00:00:00,OPEN,MEDIUM,Suspected Fraud,App,,False,True,True,,,,False
CBK0001675,TXN00007698,USR30500,MCH1290,Merchant service was not delivered after payment.,1746.55,2026-03-25 00:00:00,2026-03-27 00:00:00,2026-04-10 05:50:27,RESOLVED,MEDIUM,Duplicate Debit,Branch,2.0,True,False,False,17241.46,Misc Retail,SUCCESS,False
CBK0002129,TXN00005777,USR99787,MCH8779,Customer says amount was debited twice.,891.95,2026-03-05 00:00:00,2026-03-21 00:00:00,2026-04-02 00:00:00,OPEN,HIGH,Suspected Fraud,Call Center,16.0,True,False,True,15672.57,Book Store,SUCCESS,False
CBK0000286,TXN00017361,USR62049,MCH6810,user claims account was compromised before transaction.,1755.45,2026-02-01 02:57:51,2026-02-11 00:00:00,2026-02-28 00:00:00,IN_PROGRESS,LOW,Unauthorized Transaction,IVR,9.0,True,False,False,14141.15,Medical / Pharmacy,SUCCESS,False
CBK0002438,TXN00006364,USR79500,MCH2963,Complaint received after multiple failed attempts.,2678.39,2026-02-17 00:00:00,2026-02-18 21:05:00,2026-03-16 00:00:00,CLOSED,LOW,Service Not Delivered,Email,1.0,True,False,False,11750.41,Hotel / Lodging,SUCCESS,False
CBK0002365,TXN00000567,USR77716,MCH2387,suspicious high-value payment disputed by customer.,1015.09,2026-03-15 16:57:45,2026-03-19 00:00:00,2026-04-12 05:57:00,OPEN,LOW,Suspected Fraud,Chatbot,3.0,True,False,True,9812.18,Transportation,SUCCESS,False
CBK0002224,TXN00008421,USR39089,MCH2822,User claims account was compromised before transaction.,964.56,2026-01-06 00:00:00,2026-01-11 00:00:00,2026-01-17 00:00:00,CLOSED,LOW,Unauthorized Transaction,Call Center,5.0,True,True,False,14300.0,Transportation,SUCCESS,False
CBK0000686,TXN00000850,USR54783,MCH8420,Customer says txn was not authorized.,1203.18,2026-01-23 00:00:00,2026-01-20 00:00:00,,PENDING_BANK,MEDIUM,Unauthorized Transaction,Branch,,True,True,False,14888.67,Hotel / Lodging,SUCCESS,False
CBK0002291,TXN00000916,USR59058,MCH4473,Merchant service was not delivered after payment. details missing,577.0,2026-01-01 00:19:40,2026-01-03 00:00:00,,OPEN,HIGH,Unauthorized Transaction,IVR,1.0,True,False,False,10908.8,Grocery,SUCCESS,False
