txn_id,user_id,merchant_id,amount,amount_was_negative,txn_timestamp,utr_clean,utr_missing_or_invalid,mcc_clean,status_clean,has_kyc_match,has_merchant_match,merchant_category_clean,merchant_status_clean,kyc_status_clean,risk_segment_clean,merchant_category_final
TXN00007011,USR64076,MCH3022,6269.57,False,2026-02-12 11:51:33,UTR6747591734,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00003502,USR76468,MCH4407,20067.98,False,2026-02-23 07:48:32,UTR6406021425,False,5411,FAILED,False,False,,,,,Grocery
TXN00013848,USR11452,MCH7477,11411.44,False,2026-02-06 18:57:14,UTR1331320447,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00018419,USR91074,MCH2635,17724.34,False,2026-02-25 17:00:12,UTR7191379568,False,5411,SUCCESS,True,False,,,PENDING,HIGH,Grocery
TXN00001945,USR28154,MCH5452,19717.49,False,2026-02-20 15:04:09,UTR4194171789,False,7011,SUCCESS,True,False,,,VERIFIED,LOW,Hotel / Lodging
TXN00011523,USR14086,MCH9974,5413.66,False,2026-02-07 05:55:20,UTR6350537661,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00018354,USR71152,MCH7630,23164.37,True,2026-02-01 11:09:11,UTR3230632994,False,5411,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00002322,USR68939,MCH8888,17853.68,False,2026-02-07 07:54:32,UTR2178368389,False,5812,PENDING,True,False,,,VERIFIED,LOW,Restaurant
TXN00010883,USR25608,MCH9956,9688.41,False,2026-01-18 00:37:00,UTR7374515252,False,5812,SUCCESS,False,True,Department Store,ACTIVE,,,Department Store
TXN00004941,USR50660,MCH9034,8552.81,False,2026-03-01 10:45:17,UTR3834455624,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00018403,USR54529,MCH8278,24652.6,False,2026-02-12 20:50:09,UTR6678700035,False,5411,SUCCESS,True,False,,,VERIFIED,MEDIUM,Grocery
TXN00019485,USR68261,MCH7056,5815.77,False,2026-01-26 07:28:24,UTR0429774683,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00007917,USR99263,MCH4297,17017.77,False,2026-01-20 07:36:21,UTR1158560825,False,,SUCCESS,False,False,,,,,
TXN00015484,USR83342,MCH4324,18069.02,False,2026-03-29 17:40:48,UTR1977721547,False,5411,SUCCESS,True,True,Department Store,ACTIVE,VERIFIED,LOW,Department Store
TXN00002402,USR38465,MCH3721,1802.08,False,2026-03-06 06:53:12,UTR6751685604,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00016455,USR76747,MCH7682,1879.17,False,2026-02-22 07:22:19,UTR3799294761,False,4131,SUCCESS,True,False,,,REJECTED,LOW,Transportation
TXN00010215,USR66552,MCH2812,22659.79,False,2026-02-12 08:05:16,UTR5483234831,False,7011,SUCCESS,True,False,,,PENDING,MEDIUM,Hotel / Lodging
TXN00003259,USR88925,MCH2483,9802.57,False,2026-03-26 05:46:52,UTR5806874435,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00000273,USR59054,MCH2754,21678.14,False,2026-03-15 07:53:43,UTR7004216205,False,,SUCCESS,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00005569,USR40323,MCH1599,20911.0,False,2026-03-28 00:00:00,UTR8478410868,False,5812,SUCCESS,False,True,Department Store,ACTIVE,,,Department Store
TXN00000650,USR13806,MCH2220,12466.07,False,2026-03-23 21:52:22,UTR0292096587,False,,SUCCESS,True,True,Department Store,ACTIVE,VERIFIED,LOW,Department Store
TXN00019617,USR46265,MCH2064,15150.27,False,2026-03-18 04:39:02,UTR5337372147,False,5912,SUCCESS,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00001020,USR58600,MCH4972,858.31,False,2026-03-09 01:14:53,UTR1401166842,False,5912,FAILED,True,True,Department Store,ACTIVE,VERIFIED,MEDIUM,Department Store
TXN00002014,USR15082,MCH9536,3490.0,False,2026-02-06 08:11:04,UTR8416901064,False,5411,SUCCESS,True,False,,,VERIFIED,HIGH,Grocery
TXN00001084,USR80503,MCH9143,21979.17,False,2026-03-27 14:20:58,UTR6082240914,False,5411,FAILED,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00019672,USR51359,MCH1418,16850.72,False,2026-01-14 23:00:40,UTR5697848370,False,,SUCCESS,False,False,,,,,
TXN00013445,USR34039,MCH6479,5685.89,False,2026-03-20 19:47:36,UTR4730757114,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00015627,USR67372,MCH4068,15222.17,False,2026-01-28 20:20:17,UTR3558976058,False,4131,SUCCESS,True,True,Telecom,ACTIVE,VERIFIED,LOW,Telecom
TXN00012352,USR60907,MCH6786,21374.59,False,2026-01-25 00:00:00,UTR7665428819,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00019838,USR35774,MCH8102,9701.65,False,2026-02-24 06:55:41,UTR1981189764,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00012954,USR91370,MCH3514,7315.31,False,2026-01-30 12:14:11,UTR8263960561,False,5411,SUCCESS,True,False,,,VERIFIED,LOW,Grocery
TXN00012801,USR32235,MCH9227,13972.5,False,2026-02-10 00:00:00,UTR4405601735,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00012968,USR28013,MCH8412,18266.85,False,2026-01-05 15:13:32,UTR4016669458,False,5812,FAILED,False,True,Department Store,ACTIVE,,,Department Store
TXN00002328,USR55239,MCH2605,49.11,False,2026-03-28 23:32:39,UTR2457617035,False,,SUCCESS,False,True,Apparel,ACTIVE,,,Apparel
TXN00000008,USR46038,MCH7856,21655.74,False,2026-01-14 13:08:48,UTR8814504193,False,5411,SUCCESS,True,True,Hotel / Lodging,ACTIVE,PENDING,MEDIUM,Hotel / Lodging
TXN00002829,USR37453,MCH6402,10723.0,False,2026-03-30 16:42:29,UTR6627357395,False,,SUCCESS,False,False,,,,,
TXN00017833,USR93870,MCH9317,258.74,False,2026-01-07 00:00:00,UTR3935703869,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00007647,USR93038,MCH5212,12869.0,False,2026-01-22 23:18:24,UTR4718697780,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00011110,USR12970,MCH5838,16397.87,False,2026-01-07 00:00:00,UTR7150322452,False,5411,SUCCESS,True,False,,,VERIFIED,LOW,Grocery
TXN00001783,USR29105,MCH3380,11542.32,True,2026-03-21 20:22:16,UTR6979766968,False,5912,PENDING,False,False,,,,,Medical / Pharmacy
TXN00011568,USR43277,MCH4892,12391.53,False,2026-02-27 09:14:05,UTR6696555267,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00016262,USR75790,MCH6945,19672.05,False,2026-03-12 07:45:26,UTR7523805282,False,5912,SUCCESS,False,True,Department Store,ACTIVE,,,Department Store
TXN00012928,USR27359,MCH9156,12991.12,False,2026-03-13 20:26:47,UTR8343957616,False,,SUCCESS,True,False,,,REJECTED,HIGH,
TXN00007486,USR71609,MCH4840,16969.72,False,2026-02-26 02:48:27,,True,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00005577,USR63382,MCH8083,16258.18,False,2026-02-02 19:28:54,UTR4775450328,False,5912,SUCCESS,True,False,,,VERIFIED,LOW,Medical / Pharmacy
TXN00015216,USR81061,MCH9604,13490.27,False,2026-01-03 02:15:07,UTR2180255701,False,,PENDING,False,True,Department Store,ACTIVE,,,Department Store
TXN00016111,USR85214,MCH4070,9955.03,False,2026-02-25 12:37:07,UTR7472983955,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00018320,USR82883,MCH2470,4015.06,False,2026-03-11 19:52:43,UTR9301060263,False,5411,SUCCESS,False,True,,SUSPENDED,,,Grocery
TXN00018012,USR52812,MCH2002,24769.15,False,2026-01-01 11:51:40,UTR8707064735,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00018410,USR66015,MCH2448,15454.63,False,2026-03-31 16:01:46,UTR3455768030,False,5411,SUCCESS,False,True,Apparel,ACTIVE,,,Apparel
TXN00003563,USR92186,MCH3061,1433.9,False,2026-03-07 07:39:44,UTR3730762651,False,,SUCCESS,False,True,Book Store,INACTIVE,,,Book Store
TXN00015699,USR81771,MCH8697,15550.86,False,2026-03-01 03:31:26,UTR0378833487,False,5411,SUCCESS,False,True,Misc Retail,ACTIVE,,,Misc Retail
TXN00007841,USR50053,MCH4470,14212.3,False,2026-02-08 21:26:54,UTR5442190097,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00005011,USR15751,MCH5319,4145.84,False,2026-01-01 05:59:06,UTR0214846573,False,5411,FAILED,False,False,,,,,Grocery
TXN00007432,USR21689,MCH9205,11507.96,False,2026-02-28 14:11:52,,True,5812,SUCCESS,True,True,Transportation,SUSPENDED,VERIFIED,LOW,Transportation
TXN00015789,USR80105,MCH8422,8545.29,False,2026-01-16 02:38:42,UTR0332185414,False,5812,SUCCESS,False,True,Apparel,ACTIVE,,,Apparel
TXN00002435,USR90258,MCH9925,24028.78,False,2026-03-16 09:16:24,UTR8316294935,False,7011,SUCCESS,True,False,,,VERIFIED,MEDIUM,Hotel / Lodging
TXN00005062,USR76021,MCH7567,23066.9,False,2026-03-24 00:38:06,UTR5845986028,False,4131,SUCCESS,False,True,Apparel,ACTIVE,,,Apparel
TXN00006087,USR18007,MCH6966,18990.41,False,2026-01-29 13:11:19,UTR8744276459,False,5912,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00019802,USR15380,MCH1244,1802.98,False,2026-02-02 01:22:06,,True,,SUCCESS,False,False,,,,,
TXN00006476,USR30439,MCH3509,23117.22,False,2026-03-24 09:57:12,UTR6718857789,False,7011,SUCCESS,False,True,Misc Retail,ACTIVE,,,Misc Retail
TXN00009350,USR68014,MCH9859,21408.57,False,2026-02-02 02:09:19,UTR8804369932,False,7011,SUCCESS,False,True,Misc Retail,ACTIVE,,,Misc Retail
TXN00015138,USR42072,MCH3382,6849.65,False,2026-01-13 06:19:02,UTR7752799585,False,5411,SUCCESS,True,True,Transportation,ACTIVE,VERIFIED,LOW,Transportation
TXN00007713,USR32660,MCH5725,5934.39,False,2026-01-28 21:25:59,UTR4774245150,False,5812,SUCCESS,True,False,,,VERIFIED,LOW,Restaurant
TXN00002585,USR35284,MCH6232,14650.76,False,2026-01-25 20:20:45,UTR3717251591,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00000272,USR82790,MCH2031,20254.73,False,2026-02-22 08:39:03,UTR5850388692,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00010182,USR58350,MCH8964,11767.81,False,2026-01-26 03:30:18,UTR8176291538,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00001870,USR75160,MCH3498,18152.24,False,2026-02-27 23:27:03,UTR6610795093,False,5912,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00007906,USR88492,MCH5143,24802.0,False,2026-02-24 03:02:57,UTR5533237567,False,,SUCCESS,True,False,,,VERIFIED,UNKNOWN,
TXN00016312,USR25627,MCH5070,22864.07,False,2026-02-16 11:56:14,UTR0515128995,False,5812,SUCCESS,False,True,Misc Retail,ACTIVE,,,Misc Retail
TXN00010484,USR89521,MCH1041,6127.29,False,2026-02-16 01:27:43,UTR5222297870,False,7011,SUCCESS,True,True,,ACTIVE,VERIFIED,LOW,Hotel / Lodging
TXN00011444,USR19867,MCH8429,11103.48,False,2026-01-28 00:59:41,UTR0482559263,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00017829,USR13221,MCH3893,8964.49,False,2026-01-24 04:01:25,UTR6670783722,False,5411,SUCCESS,False,True,Medical / Pharmacy,ACTIVE,,,Medical / Pharmacy
TXN00011107,USR54113,MCH5563,19735.44,False,2026-03-16 05:55:22,UTR3075783842,False,,PENDING,False,True,,ACTIVE,,,
TXN00007307,USR21014,MCH6677,20826.52,False,2026-02-19 22:58:05,UTR5668394984,False,5812,FAILED,False,True,Medical / Pharmacy,INACTIVE,,,Medical / Pharmacy
TXN00019247,USR22599,MCH4216,21441.7,False,2026-01-27 14:06:47,UTR3400604937,False,5411,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00011577,USR81717,MCH8077,16182.52,False,2026-01-03 17:35:14,UTR0032149304,False,5812,PENDING,False,False,,,,,Restaurant
TXN00013061,USR80973,MCH7314,19915.75,False,2026-03-10 09:39:41,UTR1849220895,False,4131,SUCCESS,False,True,Misc Retail,ACTIVE,,,Misc Retail
TXN00013333,USR45116,MCH1609,12752.22,False,2026-02-15 02:43:03,UTR5567353501,False,5812,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00004052,USR29289,MCH2302,17230.0,False,2026-02-18 14:55:54,UTR7059202374,False,,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00003833,USR68213,MCH1831,20592.35,False,2026-01-20 17:19:16,UTR4944453006,False,,SUCCESS,False,False,,,,,
TXN00005035,USR87152,MCH2280,4164.72,False,2026-01-25 00:00:00,UTR2003320093,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00008652,USR42018,MCH9635,10324.83,False,2026-01-29 03:14:36,UTR0404347636,False,7011,SUCCESS,False,True,Grocery,ACTIVE,,,Grocery
TXN00014209,USR75947,MCH2157,23150.93,False,2026-01-20 23:15:43,UTR4235988152,False,,SUCCESS,False,True,Medical / Pharmacy,ACTIVE,,,Medical / Pharmacy
TXN00019756,USR20293,MCH4158,10445.96,False,2026-02-11 04:24:58,UTR6737730011,False,4131,SUCCESS,False,True,,INACTIVE,,,Transportation
TXN00003338,USR14076,MCH3964,18970.3,False,2026-02-10 03:03:43,UTR7677084411,False,5812,SUCCESS,True,True,Book Store,ACTIVE,VERIFIED,MEDIUM,Book Store
TXN00008054,USR58623,MCH6834,17332.3,False,2026-02-24 18:10:44,UTR5342171120,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00004793,USR37657,MCH5763,1515.07,False,2026-02-12 17:30:21,UTR8495345745,False,5912,SUCCESS,True,False,,,VERIFIED,LOW,Medical / Pharmacy
TXN00017053,USR58339,MCH3688,5102.81,False,2026-03-16 06:46:05,UTR1955671163,False,5812,FAILED,False,True,Telecom,SUSPENDED,,,Telecom
TXN00011159,USR50288,MCH2733,16571.43,False,2026-03-16 09:56:25,UTR7967380100,False,7011,SUCCESS,True,True,Grocery,ACTIVE,PENDING,HIGH,Grocery
TXN00014862,USR96148,MCH8084,14391.0,False,2026-01-11 16:52:25,UTR3690787751,False,5912,FAILED,False,False,,,,,Medical / Pharmacy
TXN00019922,USR26507,MCH6676,8876.49,False,2026-02-01 18:10:24,UTR8253578469,False,5912,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00003207,USR36568,MCH7479,21470.52,False,2026-03-02 04:05:20,UTR5688420655,False,4131,SUCCESS,False,True,Department Store,ACTIVE,,,Department Store
TXN00014371,USR89732,MCH7065,21873.3,False,2026-02-21 21:50:01,UTR0996478587,False,5812,SUCCESS,True,False,,,REJECTED,MEDIUM,Restaurant
TXN00018604,USR70132,MCH5688,16070.93,False,2026-03-17 21:46:42,UTR6687421050,False,,FAILED,False,False,,,,,
TXN00013282,USR68365,MCH8250,1625.99,False,2026-01-12 04:09:32,UTR0949511703,False,5912,PENDING,True,False,,,PENDING,LOW,Medical / Pharmacy
TXN00008995,USR91628,MCH8810,7408.68,False,2026-01-18 04:37:19,UTR8659585026,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00000361,USR85324,MCH8712,9710.37,False,2026-01-25 06:05:28,UTR8109203964,False,5411,PENDING,False,False,,,,,Grocery
TXN00008438,USR76520,MCH5123,563.14,False,2026-03-21 19:27:38,UTR5303016491,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00014736,USR31889,MCH8941,471.46,False,2026-01-25 18:47:42,UTR0968127369,False,5411,SUCCESS,True,True,Hotel / Lodging,ACTIVE,VERIFIED,LOW,Hotel / Lodging
TXN00013371,USR20794,MCH9841,21319.72,False,2026-02-24 00:41:24,UTR2692978827,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00017321,USR46940,MCH9383,9634.28,False,2026-02-16 23:35:39,UTR1280559540,False,5411,SUCCESS,False,True,Book Store,SUSPENDED,,,Book Store
TXN00014555,USR61902,MCH4348,6432.59,False,2026-01-20 14:43:17,UTR0768664755,False,,SUCCESS,False,False,,,,,
TXN00003475,USR83763,MCH6178,20955.49,False,2026-02-09 08:41:21,UTR1238046556,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00016773,USR12654,MCH4499,16221.85,False,2026-02-18 10:32:59,UTR0265955108,False,5912,SUCCESS,True,False,,,REJECTED,MEDIUM,Medical / Pharmacy
TXN00010140,USR90226,MCH2326,13840.2,False,2026-03-09 04:59:34,UTR4236337091,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00013540,USR10796,MCH8269,7611.52,False,2026-02-01 08:38:34,UTR3347452429,False,,SUCCESS,False,False,,,,,
TXN00019500,USR99671,MCH5560,16417.0,False,2026-02-25 14:02:05,UTR1876019655,False,5812,FAILED,False,True,Transportation,INACTIVE,,,Transportation
TXN00005638,USR33004,MCH3463,21010.3,False,2026-01-30 22:30:55,UTR3126212385,False,5411,FAILED,False,False,,,,,Grocery
TXN00009173,USR16371,MCH1158,806.8,False,2026-01-22 01:21:09,UTR1858304980,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00009083,USR76590,MCH1455,8276.52,False,2026-02-08 03:54:42,UTR2215892761,False,5912,FAILED,True,False,,,VERIFIED,UNKNOWN,Medical / Pharmacy
TXN00011836,USR94641,MCH3132,2510.62,False,2026-01-23 00:00:00,UTR0384219231,False,4131,SUCCESS,True,False,,,REJECTED,LOW,Transportation
TXN00003487,USR64869,MCH1589,8879.57,False,2026-03-30 22:44:18,UTR7845351950,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00010340,USR87087,MCH8343,21471.76,False,2026-03-29 20:00:57,UTR5206827220,False,,SUCCESS,False,False,,,,,
TXN00017606,USR69731,MCH4529,9796.0,False,2026-03-18 20:37:35,UTR0814351640,False,5411,SUCCESS,False,True,Misc Retail,SUSPENDED,,,Misc Retail
TXN00010697,USR48560,MCH3781,24196.82,False,2026-02-21 13:08:02,UTR4628436710,False,5812,FAILED,True,False,,,VERIFIED,LOW,Restaurant
TXN00000869,USR80091,MCH1730,21546.02,False,2026-03-09 09:01:12,UTR1382752583,False,5912,FAILED,True,True,Apparel,ACTIVE,VERIFIED,LOW,Apparel
TXN00018634,USR20256,MCH5798,17852.93,False,2026-02-05 16:49:23,UTR3115129773,False,7011,SUCCESS,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00003869,USR63097,MCH2511,16457.41,False,2026-03-04 07:15:23,UTR7081796757,False,7011,SUCCESS,True,False,,,VERIFIED,HIGH,Hotel / Lodging
TXN00007243,USR90636,MCH6646,3002.8,False,2026-02-05 20:50:46,UTR4227408753,False,5812,SUCCESS,True,False,,,PENDING,HIGH,Restaurant
TXN00015779,USR37017,MCH4560,839.58,False,2026-01-09 05:28:02,UTR3908002665,False,5812,SUCCESS,True,True,Telecom,ACTIVE,VERIFIED,HIGH,Telecom
TXN00010354,USR12608,MCH8472,20529.55,False,2026-01-12 02:03:28,UTR2653409606,False,5912,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00000379,USR69017,MCH8599,20363.57,False,2026-03-24 09:36:15,UTR6187294634,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00011949,USR88854,MCH7955,13733.4,False,2026-02-12 14:35:05,UTR0918478496,False,5411,SUCCESS,False,True,Apparel,ACTIVE,,,Apparel
TXN00015500,USR49332,MCH4713,21407.54,False,2026-03-03 11:16:34,UTR4556998687,False,4131,SUCCESS,False,True,,ACTIVE,,,Transportation
TXN00003525,USR25184,MCH3450,4195.6,False,2026-03-31 01:20:06,UTR3328809960,False,5812,SUCCESS,True,False,,,PENDING,LOW,Restaurant
TXN00007565,USR99491,MCH4906,12512.63,False,2026-03-21 22:19:27,,True,5912,SUCCESS,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00010516,USR85333,MCH9745,12358.2,False,2026-01-12 06:27:04,UTR5291553124,False,5411,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00019684,USR17182,MCH1504,23082.0,False,2026-01-09 03:28:30,UTR6471367361,False,5812,FAILED,False,False,,,,,Restaurant
TXN00004358,USR40818,MCH1599,15645.01,False,2026-01-05 08:07:08,UTR5740487989,False,5912,SUCCESS,True,True,Department Store,ACTIVE,VERIFIED,MEDIUM,Department Store
TXN00011422,USR56674,MCH8283,6510.3,False,2026-02-08 21:31:20,UTR5609610849,False,7011,SUCCESS,True,True,Telecom,ACTIVE,VERIFIED,LOW,Telecom
TXN00000738,USR95148,MCH8383,20416.82,False,2026-02-01 06:53:42,UTR6236684501,False,5411,SUCCESS,True,False,,,VERIFIED,LOW,Grocery
TXN00004482,USR72195,MCH8725,11798.78,False,2026-03-23 17:58:03,UTR2905960866,False,5812,SUCCESS,True,True,Hotel / Lodging,ACTIVE,VERIFIED,LOW,Hotel / Lodging
TXN00004908,USR49740,MCH1689,5152.8,False,2026-01-27 22:32:48,UTR6433872271,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00008278,USR96106,MCH6593,10566.92,False,2026-01-16 07:27:50,UTR1552498276,False,,SUCCESS,False,True,Grocery,ACTIVE,,,Grocery
TXN00012596,USR35146,MCH8689,796.12,False,2026-01-10 23:13:24,UTR7227578421,False,5812,FAILED,False,False,,,,,Restaurant
TXN00008891,USR15357,MCH3987,6818.95,False,2026-02-26 09:53:58,UTR6539381133,False,7011,SUCCESS,True,True,Book Store,ACTIVE,PENDING,MEDIUM,Book Store
TXN00007793,USR67460,MCH5425,10727.9,False,2026-02-16 10:33:59,UTR8564012706,False,5411,SUCCESS,True,True,Telecom,SUSPENDED,VERIFIED,HIGH,Telecom
TXN00016673,USR64821,MCH1795,24978.75,False,2026-01-01 19:45:24,UTR6404794458,False,5912,SUCCESS,True,False,,,REJECTED,LOW,Medical / Pharmacy
TXN00015528,USR56758,MCH1595,17748.58,False,2026-03-08 09:47:13,UTR1648534460,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00012492,USR97107,MCH7997,5185.05,False,2026-03-02 13:35:00,UTR8724760956,False,,FAILED,False,True,Misc Retail,ACTIVE,,,Misc Retail
TXN00013842,USR34185,MCH6966,12807.48,True,2026-03-30 09:57:57,UTR4926025734,False,5411,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00005102,USR58056,MCH1734,14444.55,False,2026-01-01 22:21:27,UTR2342979125,False,5812,FAILED,False,False,,,,,Restaurant
TXN00000034,USR33187,MCH4613,23722.65,False,2026-02-13 14:43:58,UTR1566350873,False,5912,SUCCESS,True,True,Apparel,INACTIVE,VERIFIED,LOW,Apparel
TXN00014755,USR62892,MCH5275,11001.12,False,2026-01-24 23:03:59,UTR3191523552,False,5812,SUCCESS,True,False,,,VERIFIED,MEDIUM,Restaurant
TXN00018593,USR83482,MCH5091,9153.13,False,2026-02-11 21:30:14,UTR9064122450,False,,SUCCESS,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00015814,USR63286,MCH6930,17886.68,True,2026-02-12 03:12:01,UTR9679725904,False,4131,FAILED,False,True,Transportation,ACTIVE,,,Transportation
TXN00008234,USR71604,MCH5357,14764.75,False,2026-03-12 16:54:55,UTR8314743519,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00010899,USR80033,MCH3828,3205.0,False,2026-01-26 06:47:33,UTR9421353076,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00013346,USR72515,MCH6100,10912.87,False,2026-03-23 12:08:53,UTR9601097467,False,7011,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00011985,USR66280,MCH3194,9799.28,False,2026-02-28 11:01:54,UTR3649401645,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00010885,USR86097,MCH6902,12846.18,False,2026-03-10 18:01:06,UTR4895949922,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00003397,USR42163,MCH2017,20637.14,False,2026-02-28 12:35:10,UTR8964770077,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00001531,USR39656,MCH7710,7789.58,False,2026-01-04 14:15:43,UTR8899398217,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00000626,USR74858,MCH4073,9229.15,False,2026-03-31 00:00:00,UTR7278086713,False,5812,SUCCESS,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00013789,USR67621,MCH3244,18542.8,False,2026-03-02 13:50:20,UTR0971417369,False,5411,SUCCESS,False,True,Medical / Pharmacy,ACTIVE,,,Medical / Pharmacy
TXN00013778,USR27427,MCH3286,14223.54,False,2026-03-30 09:43:08,UTR3726026581,False,5812,SUCCESS,True,False,,,VERIFIED,LOW,Restaurant
TXN00011818,USR46350,MCH5676,5547.62,False,2026-01-31 11:27:04,UTR0965173755,False,5411,PENDING,False,True,Department Store,ACTIVE,,,Department Store
TXN00018856,USR63807,MCH4445,19570.54,False,2026-01-27 02:13:36,UTR2680329488,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00004784,USR78547,MCH2040,7291.11,False,2026-03-07 17:50:37,UTR4167023326,False,5912,SUCCESS,False,True,Department Store,ACTIVE,,,Department Store
TXN00011761,USR62862,MCH4020,17359.93,False,2026-03-22 00:00:00,UTR7535088010,False,5812,FAILED,True,False,,,VERIFIED,MEDIUM,Restaurant
TXN00003365,USR93259,MCH1053,23477.32,False,2026-01-09 16:27:30,UTR4419873977,False,4131,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00003421,USR76361,MCH2104,19111.19,False,2026-03-11 00:00:00,UTR6086314018,False,5411,SUCCESS,False,True,,SUSPENDED,,,Grocery
TXN00018785,USR24970,MCH9445,22157.67,False,2026-02-03 18:26:35,UTR2857832482,False,4131,SUCCESS,True,False,,,VERIFIED,HIGH,Transportation
TXN00000822,USR75679,MCH9076,125.75,False,2026-03-15 07:51:36,UTR7816666334,False,5411,SUCCESS,True,False,,,VERIFIED,UNKNOWN,Grocery
TXN00017478,USR28377,MCH9231,22238.35,False,2026-03-20 09:26:24,UTR5164941532,False,5912,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00011006,USR40664,MCH5290,23716.92,False,2026-02-06 04:45:34,UTR7995123939,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00007128,USR43071,MCH2770,6960.81,False,2026-01-31 09:50:36,UTR6151787476,False,5411,SUCCESS,False,True,Apparel,ACTIVE,,,Apparel
TXN00006192,USR68665,MCH1400,16073.74,False,2026-03-21 23:41:42,UTR2127763262,False,5411,SUCCESS,True,True,Apparel,ACTIVE,REJECTED,HIGH,Apparel
TXN00008904,USR60737,MCH5351,18888.38,False,2026-01-14 03:09:40,UTR2546249673,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00013881,USR34548,MCH5262,12145.35,False,2026-03-09 09:57:42,UTR4479537742,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00002922,USR68547,MCH2016,17818.41,False,2026-03-17 18:08:39,UTR9023657847,False,5912,FAILED,True,True,Misc Retail,SUSPENDED,VERIFIED,LOW,Misc Retail
TXN00018275,USR76999,MCH1704,17129.28,False,2026-01-28 12:25:17,UTR2975057683,False,5411,SUCCESS,True,True,Transportation,INACTIVE,VERIFIED,UNKNOWN,Transportation
TXN00013168,USR22274,MCH8375,4723.09,False,2026-03-26 01:49:05,UTR1052307795,False,5812,FAILED,True,False,,,VERIFIED,LOW,Restaurant
TXN00006604,USR96203,MCH4626,20179.6,False,2026-02-27 00:00:00,UTR6880220555,False,5411,SUCCESS,True,True,Misc Retail,ACTIVE,REJECTED,LOW,Misc Retail
