merchant_id,merchant_name,state,mcc_clean,merchant_category_clean,business_type_clean,city_clean,onboarding_date_clean,merchant_status_clean,avg_ticket_was_negative,declared_avg_ticket_size_clean,settlement_account_on_file
MCH8693,"Chawla, Goyal and Pau",Maharashtra,7011,Hotel / Lodging,Individual,Mumbai,2024-01-22 00:00:00,ACTIVE,False,818.0,False
MCH1207,"pillai, oak and barman",Delhi,5812,Restaurant,Individual,Delhi,2024-04-11 00:00:00,ACTIVE,False,1280.08,False
MCH9049,Babu-Bali,Karnataka,5812,Restaurant,Individual,Bangalore,2023-07-02 10:16:00,ACTIVE,False,2337.3,True
MCH6892,Chacko-Gaba,Karnataka,5912,Medical / Pharmacy,Sole Proprietor,Bangalore,2025-05-07 00:00:00,ACTIVE,False,684.73,True
MCH1260,KOTHARI-NADKARNI,Uttar Pradesh,5699,Apparel,Private Limited,Lucknow,2026-01-15 00:00:00,ACTIVE,False,2375.4,True
MCH1641,bali llc,Delhi,5999,Misc Retail,Sole Proprietor,Delhi,,ACTIVE,True,3239.36,False
MCH7215,"Kau1, Pur0hit and Ar0ra",Telangana,5311,Department Store,Private Limited,Hyderabad,2023-07-10 00:00:00,ACTIVE,False,2403.84,True
MCH3299,"Varghese, Tripathi and Ganesh",Karnataka,5999,Misc Retail,Sole Proprietor,Bangalore,2023-07-12 00:00:00,INACTIVE,False,2177.34,False
MCH8845,Varkey-Jha,West Bengal,,,Partnership,Kolkata,2024-03-01 05:26:00,ACTIVE,False,5630.04,False
MCH7339,"PUROHIT, DHINGRA AND BARMAN",Tamil Nadu,5411,Grocery,Individual,Chennai,2023-08-16 22:55:00,ACTIVE,False,2247.46,True
MCH2552,"MUKHERJEE, IYENGAR AND DEO",Maharashtra,5942,Book Store,Partnership,Pune,2025-03-15 00:00:00,ACTIVE,False,3414.98,True
MCH1667,Prashad-Samra,Delhi,5812,Restaurant,Private Limited,Delhi,2025-10-20 03:57:00,ACTIVE,False,7788.38,True
MCH5970,Babu and Sons,Punjab,5699,Apparel,Private Limited,Amritsar,2025-01-14 00:00:00,INACTIVE,False,2060.67,False
MCH3683,Mander Group,Maharashtra,5411,Grocery,Individual,Mumbai,2023-10-09 00:00:00,ACTIVE,False,4247.99,True
MCH3679,Kumer LLC,Telangana,4814,Telecom,Private Limited,Hyderabad,2025-12-15 00:00:00,ACTIVE,False,587.47,True
MCH7568,Kumer-Gandhi,Maharashtra,7011,Hotel / Lodging,Sole Proprietor,Mumbai,2025-05-23 00:00:00,ACTIVE,False,1278.0,False
MCH4699,Setty Inc,Maharashtra,7011,Hotel / Lodging,Private Limited,Pune,2025-06-04 00:00:00,ACTIVE,False,632.27,True
MCH4769,BARAL-PERI,Rajasthan,5699,Apparel,Individual,Jaipur,2024-01-14 00:00:00,ACTIVE,True,1758.52,False
MCH7087,Prashad LLC,Tamil Nadu,5311,Department Store,Partnership,Chennai,2023-05-29 00:00:00,ACTIVE,False,955.0,False
MCH4510,Bora Ltd,Tamil Nadu,4814,Telecom,Individual,Chennai,2024-04-16 11:39:00,ACTIVE,False,1583.66,True
MCH4841,"Soman, Chhabra and Rau",Telangana,5812,Restaurant,Individual,Hyderabad,2025-04-06 00:00:00,ACTIVE,False,611.25,True
MCH5381,Jaggi and Sons,Delhi,5311,Department Store,Private Limited,Delhi,2025-06-11 00:00:00,ACTIVE,False,550.97,False
MCH2183,Savant LLC,Delhi,4131,Transportation,Sole Proprietor,Delhi,,ACTIVE,True,202.62,True
MCH6722,bhagat llc,Maharashtra,5999,Misc Retail,Sole Proprietor,Mumbai,2023-05-13 00:00:00,ACTIVE,False,211.13,False
MCH4876,"Dugar, Prasad and Pal",Tamil Nadu,5812,Restaurant,Partnership,Chennai,2023-09-09 00:00:00,ACTIVE,False,1346.64,True
MCH5902,"Iyer, Pal and Kaur",Maharashtra,5311,Department Store,Private Limited,Pune,2024-08-14 00:00:00,ACTIVE,False,441.19,False
MCH4113,"Anand,ChoudharyandContractor",Tamil Nadu,5912,Medical / Pharmacy,Individual,Chennai,2023-09-07 00:00:00,ACTIVE,True,418.15,True
MCH4278,Thakkar-Gupta,Punjab,5311,Department Store,Private Limited,Amritsar,2025-05-31 00:00:00,INACTIVE,False,703.48,False
MCH4184,SACHDEVA-KARA,Rajasthan,5812,Restaurant,Partnership,Jaipur,2025-02-02 04:25:00,ACTIVE,False,704.96,False
MCH6840,saini group,Karnataka,5411,Grocery,Private Limited,Bangalore,2024-09-15 00:00:00,ACTIVE,True,731.68,True
MCH6197,"Koshy, Shah and Ratta",Karnataka,4131,Transportation,Partnership,Bangalore,2024-03-20 00:00:00,ACTIVE,False,1491.79,True
MCH7398,Bhavsar and Sons,Tamil Nadu,5311,Department Store,Sole Proprietor,Chennai,2025-04-24 00:00:00,ACTIVE,False,6060.9,False
MCH5892,"Dara, Goswami and Purohit",Karnataka,5812,Restaurant,Individual,Bangalore,2025-02-21 11:15:43,ACTIVE,False,1175.0,False
MCH2750,Rao-Narayanan,Punjab,5942,Book Store,Individual,Ldh,2024-05-13 00:00:00,ACTIVE,True,3052.68,False
MCH4688,venkatesh group,Delhi,5942,Book Store,Sole Proprietor,Delhi,2024-08-24 14:22:22,SUSPENDED,False,2933.52,True
MCH7197,Raval-Chadha,Maharashtra,5812,Restaurant,Individual,Mumbai,2023-09-25 00:19:22,ACTIVE,False,218.4,False
MCH6440,Taneja-Mahajan,Punjab,5311,Department Store,Individual,Jalandhar,2025-04-17 00:00:00,ACTIVE,False,6682.66,True
MCH6152,Mukhopadhyay PLC,Rajasthan,5942,Book Store,Individual,Jaipur,2025-12-20 00:00:00,ACTIVE,False,1642.16,True
MCH1227,"Madan, More and Pal",Telangana,5411,Grocery,Sole Proprietor,Hyderabad,2025-12-08 00:01:00,ACTIVE,False,1078.83,True
MCH4770,Mahal-Sood,Rajasthan,5411,Grocery,Sole Proprietor,Jaipur,2024-12-17 00:00:00,INACTIVE,False,489.82,True
MCH7062,"Karpe, Sekhon and Memon",Tamil Nadu,5999,Misc Retail,Partnership,Chennai,2024-07-18 00:00:00,INACTIVE,False,2267.0,True
MCH9949,Lanka Ltd,Punjab,4131,Transportation,Sole Proprietor,Ludhiana,2024-10-08 00:24:00,ACTIVE,False,4386.14,False
MCH5569,"Thaman, Kar and Dass",Maharashtra,5999,Misc Retail,Sole Proprietor,Mumbai,2026-01-27 00:00:00,INACTIVE,False,3592.34,True
MCH5603,Saha-Sahota,Maharashtra,,,Partnership,Mumbai,2025-09-12 13:03:44,ACTIVE,False,1242.85,True
MCH2284,Nayak Group,Maharashtra,5699,Apparel,Private Limited,Mumbai,2025-10-01 04:44:36,SUSPENDED,False,998.2,True
MCH2727,"viswanathan, kamdar and raman",Rajasthan,4814,Telecom,Partnership,Jaipur,2026-01-22 00:00:00,ACTIVE,False,2886.2,False
MCH9255,"Hegde, Dass and Sehgal",Punjab,5699,Apparel,Private Limited,Amritsar,2023-07-19 10:19:06,ACTIVE,False,1054.61,False
MCH2752,Palla LLC,Uttar Pradesh,4131,Transportation,Sole Proprietor,Lucknow,2023-01-13 21:44:09,ACTIVE,False,69.28,True
MCH1216,Mani Ltd,Punjab,5999,Misc Retail,Sole Proprietor,Amritsar,2025-04-05 19:50:02,ACTIVE,False,228.0,True
MCH2550,"Basu, Madan and Chaudry",Maharashtra,5999,Misc Retail,Private Limited,Pune,2024-10-23 11:38:00,ACTIVE,False,1412.55,False
MCH7627,Lata-Ray,Maharashtra,4131,Transportation,Individual,Mumbai,2025-05-17 00:00:00,ACTIVE,False,1169.55,True
MCH5992,"Anne, Gole and Bhatnagar",Punjab,5912,Medical / Pharmacy,Private Limited,Ludhiana,2025-12-31 00:00:00,ACTIVE,False,1637.97,True
MCH9223,D’Alia-Hans,Tamil Nadu,5699,Apparel,Partnership,Chennai,2024-12-09 02:24:19,ACTIVE,False,376.0,True
MCH4678,"Yogi, Goel and Chaudry",Punjab,5912,Medical / Pharmacy,Sole Proprietor,Amritsar,2025-10-11 23:31:36,ACTIVE,False,1363.28,True
MCH6170,Gh0se-Mann,Uttar Pradesh,5999,Misc Retail,Private Limited,Lko,2023-09-05 00:00:00,ACTIVE,False,1120.12,True
MCH4639,Chaudhry-Bath,Punjab,5912,Medical / Pharmacy,Partnership,Jalandhar,2023-05-11 10:36:23,ACTIVE,False,295.45,True
MCH8952,"varghese, korpal and dora",Tamil Nadu,5912,Medical / Pharmacy,Sole Proprietor,Chennai,2024-08-10 00:00:00,ACTIVE,False,987.96,False
MCH3888,"Gandhi, Cherian and Chhabra",Telangana,4814,Telecom,Partnership,Hyderabad,2025-02-27 00:00:00,ACTIVE,True,1400.8,True
MCH5488,Chaudry-Garde,West Bengal,5411,Grocery,Individual,Kolkata,2023-03-31 00:00:00,ACTIVE,False,405.0,False
MCH6184,Peri-R0ut,Maharashtra,4131,Transportation,Sole Proprietor,Mumbai,,ACTIVE,False,1637.73,True
MCH5766,Varkey-Datta,Maharashtra,4814,Telecom,Private Limited,Mumbai,2024-02-18 00:00:00,ACTIVE,True,1162.56,False
MCH9718,Raval and Sons,Karnataka,5812,Restaurant,Individual,Bangalore,2026-01-04 00:00:00,ACTIVE,False,3311.57,True
MCH5845,Buch PLC,Punjab,5311,Department Store,Sole Proprietor,Ludhiana,2025-09-25 00:00:00,ACTIVE,False,1603.87,True
MCH9216,AMBLE-THAMAN,Punjab,,,Partnership,Ludhiana,2025-02-10 00:00:00,ACTIVE,False,2329.15,True
MCH4451,Bansal-Tak,Punjab,7011,Hotel / Lodging,Individual,Amritsar,,ACTIVE,False,,False
MCH1153,"Oommen, Sastry and Varty",Punjab,5311,Department Store,Private Limited,Amritsar,2024-06-17 00:00:00,ACTIVE,False,873.51,True
MCH8766,Shanker Ltd,Tamil Nadu,5912,Medical / Pharmacy,Sole Proprietor,Chennai,2025-07-02 00:00:00,ACTIVE,False,801.0,True
MCH9519,Shere-Banik,Uttar Pradesh,5699,Apparel,Sole Proprietor,Lucknow,2025-07-04 00:00:00,ACTIVE,False,889.4,False
MCH6306,"RAMESH, VISWANATHAN AND KALITA",Tamil Nadu,4131,Transportation,Private Limited,Chennai,2026-01-05 00:00:00,ACTIVE,False,302.6,True
MCH7661,Pal-Atwal,West Bengal,7011,Hotel / Lodging,Partnership,Kolkata,2024-06-20 00:00:00,ACTIVE,False,1304.11,True
MCH7371,"Ghose, Handa and Golla",Tamil Nadu,5912,Medical / Pharmacy,Individual,Chennai,2025-04-08 00:00:00,ACTIVE,False,456.21,True
MCH1714,Sampath LLC,Uttar Pradesh,5699,Apparel,Partnership,Lko,2026-02-17 00:00:00,ACTIVE,False,585.92,True
MCH2214,Varkey-Seshadri,Delhi,4131,Transportation,Partnership,Delhi,2024-12-18 00:00:00,ACTIVE,True,649.44,True
MCH5442,"ray, bajaj and shetty",Maharashtra,5411,Grocery,Individual,Pune,2024-11-01 11:03:00,ACTIVE,False,448.9,True
MCH5915,"Solanki, Banik and Badal",Punjab,4131,Transportation,Individual,Jalandhar,2024-10-22 00:00:00,ACTIVE,False,1488.9,True
MCH8817,SawhneyLtd,Maharashtra,7011,Hotel / Lodging,Individual,Poona,,INACTIVE,False,495.07,False
MCH2423,"lad, kibe and bora",Maharashtra,7011,Hotel / Lodging,Individual,Pune,2023-10-25 07:48:35,INACTIVE,False,2425.0,False
MCH1653,Mitra Inc,Tamil Nadu,7011,Hotel / Lodging,Sole Proprietor,Chennai,,ACTIVE,False,1669.53,True
MCH3608,"Raj, Sarin and Sibal",Rajasthan,4814,Telecom,Partnership,Jaipur,2024-12-08 00:00:00,INACTIVE,False,1956.65,True
MCH4802,Jain Inc,Maharashtra,5411,Grocery,Individual,Mumbai,,SUSPENDED,False,1158.19,True
MCH1740,"Dhaliwal, Boase and Walla",Maharashtra,7011,Hotel / Lodging,Partnership,Poona,2025-02-09 00:00:00,ACTIVE,False,903.0,True
MCH1169,Dey-Gupta,Karnataka,5812,Restaurant,Individual,Bangalore,2023-03-17 00:00:00,ACTIVE,False,1427.7,True
MCH6542,Saraf-Dhingra,Maharashtra,5311,Department Store,Sole Proprietor,Mumbai,2023-12-16 00:00:00,ACTIVE,False,321.72,True
MCH3176,Gera Inc,Uttar Pradesh,4814,Telecom,Private Limited,Lucknow,2024-03-10 00:00:00,ACTIVE,False,1047.58,True
MCH6116,KEER-SHUKLA,Delhi,4131,Transportation,Individual,Delhi,2025-02-18 00:00:00,ACTIVE,False,3651.0,True
MCH7842,J0ha1 Ltd,West Bengal,5812,Restaurant,Private Limited,Kolkata,2025-02-06 00:00:00,INACTIVE,False,1856.0,True
MCH4485,NazarethInc,Maharashtra,5999,Misc Retail,Individual,Poona,2023-11-07 18:34:59,SUSPENDED,False,1928.18,True
MCH8023,CHAR-GALA,Tamil Nadu,5699,Apparel,Individual,Chennai,2024-04-04 00:00:00,ACTIVE,False,837.35,True
MCH8385,Thaker-Hegde,Punjab,5812,Restaurant,Partnership,Amritsar,2024-05-14 00:00:00,ACTIVE,False,2913.48,False
MCH7413,Uppal-Chaudhry,Karnataka,,,Private Limited,Bangalore,2024-09-13 00:00:00,ACTIVE,False,3645.54,True
MCH5386,"Hari, Handa and Madan",Karnataka,4814,Telecom,Private Limited,Bangalore,2023-09-27 00:00:00,ACTIVE,False,682.57,False
MCH3699,borra and sons,Maharashtra,5942,Book Store,Private Limited,Poona,2025-12-17 22:31:06,INACTIVE,False,790.7,False
MCH4983,"Magar, Ratta and Choudhary",Punjab,5411,Grocery,Partnership,Ludhiana,2023-07-05 00:00:00,ACTIVE,False,617.98,True
MCH1034,DEVI-CHAUDHARI,Delhi,7011,Hotel / Lodging,Private Limited,Delhi,2024-06-17 22:15:00,ACTIVE,False,243.38,True
MCH1739,keer group,West Bengal,5999,Misc Retail,Individual,Kolkata,2024-02-11 00:00:00,ACTIVE,False,2619.15,False
MCH5870,Deol Group,Tamil Nadu,4131,Transportation,Sole Proprietor,Chennai,2023-04-02 21:18:00,SUSPENDED,False,1911.31,False
MCH3274,Sen-Chawla,Tamil Nadu,5311,Department Store,Private Limited,Chennai,2023-02-25 00:00:00,ACTIVE,True,1472.57,True
MCH8065,Gandhi-Shanker,Uttar Pradesh,4131,Transportation,Individual,Lucknow,2024-07-19 12:29:00,INACTIVE,False,674.4,True
MCH5270,"Kannan, Goda and Kade",Uttar Pradesh,7011,Hotel / Lodging,Individual,Lucknow,2023-10-13 12:44:32,INACTIVE,False,469.0,False
MCH3835,"Pillai, Ratti and Chaudhuri",Punjab,4814,Telecom,Partnership,Ludhiana,2023-01-15 10:05:00,INACTIVE,False,6901.65,True
MCH9322,"Khosla, Walia and Deep",West Bengal,5311,Department Store,Partnership,Kolkata,2024-07-15 00:00:00,ACTIVE,False,1060.15,True
MCH3218,"KEER, SONI AND DESHPANDE",Maharashtra,5912,Medical / Pharmacy,Sole Proprietor,Mumbai,2024-03-10 00:00:00,ACTIVE,False,3727.56,True
MCH7195,Som and Sons,Tamil Nadu,5999,Misc Retail,Sole Proprietor,Chennai,2024-10-15 14:41:16,ACTIVE,False,1440.74,False
MCH5974,Padmanabhan LLC,Uttar Pradesh,5812,Restaurant,Individual,Lucknow,2023-03-11 10:03:46,ACTIVE,False,1194.0,True
MCH5576,oza plc,Karnataka,4131,Transportation,Sole Proprietor,Bangalore,2024-07-27 00:00:00,ACTIVE,False,,True
MCH2503,Ravel PLC,West Bengal,4814,Telecom,Individual,Kolkata,2025-03-10 00:00:00,ACTIVE,False,858.0,True
MCH2102,"Mand, Bobal and Saini",Punjab,5812,Restaurant,Individual,Ludhiana,2024-04-25 00:00:00,ACTIVE,True,2985.52,False
MCH7089,"Reddy, Dua and Trivedi",West Bengal,5912,Medical / Pharmacy,Private Limited,Kolkata,2023-08-03 14:43:57,INACTIVE,False,819.59,True
MCH8150,Hegde-Doctor,Maharashtra,5912,Medical / Pharmacy,Partnership,Poona,2023-11-02 00:00:00,ACTIVE,False,1430.0,True
MCH7750,"Rama, Garde and Ravi",Karnataka,,,Partnership,Bangalore,2025-01-22 00:00:00,ACTIVE,False,1271.38,True
MCH8614,Basu-Gola,Maharashtra,4131,Transportation,Partnership,Poona,2026-01-08 00:00:00,ACTIVE,False,1454.86,True
MCH3081,"Anne, Choudhry and Nanda",Telangana,5912,Medical / Pharmacy,Partnership,Hyderabad,2024-12-23 00:00:00,ACTIVE,False,590.0,True
MCH9125,"mallick, walia and kanda",Tamil Nadu,5311,Department Store,Partnership,Chennai,2023-10-21 19:24:00,ACTIVE,False,3007.21,False
MCH6641,Sunder-Taneja,West Bengal,5411,Grocery,Individual,Kolkata,2025-12-24 23:48:00,ACTIVE,False,126.11,False
MCH1750,RAVI-DHAR,Punjab,4814,Telecom,Sole Proprietor,Ldh,2023-10-12 03:27:30,ACTIVE,True,1422.61,False
MCH4230,Jha Group,Rajasthan,5912,Medical / Pharmacy,Private Limited,Jaipur,,ACTIVE,False,911.06,True
MCH3761,"Bal,MittalandPrabhakar",Maharashtra,5999,Misc Retail,Private Limited,Poona,2025-06-11 00:00:00,ACTIVE,False,6900.33,False
MCH1839,Krish Group,Punjab,5411,Grocery,Sole Proprietor,Jalandhar,2024-01-29 20:47:00,ACTIVE,False,1503.47,False
MCH6959,"Agrawal, Bhatt and Babu",Uttar Pradesh,7011,Hotel / Lodging,Partnership,Lucknow,2024-05-24 03:34:51,ACTIVE,False,611.31,False
MCH8770,Mani-Mutti,Delhi,5999,Misc Retail,Sole Proprietor,Delhi,2023-04-07 00:00:00,ACTIVE,False,379.0,True
MCH8755,"Biswas, Divan and Sachdeva",Tamil Nadu,7011,Hotel / Lodging,Private Limited,Chennai,2025-07-25 09:26:00,SUSPENDED,False,2277.32,True
MCH8490,SEKHON-CHADHA,Delhi,5699,Apparel,Sole Proprietor,Delhi,2024-06-28 00:00:00,INACTIVE,True,694.05,True
MCH8645,"Desai, Agarwal and Handa",Punjab,4814,Telecom,Individual,Ludhiana,2024-03-31 00:00:00,ACTIVE,False,1177.09,False
MCH1430,"Bhavsar, Dora and Singh",Delhi,5812,Restaurant,Private Limited,Delhi,2024-03-07 00:00:00,ACTIVE,False,238.76,False
MCH3701,Mand-Bhat,Uttar Pradesh,5999,Misc Retail,Sole Proprietor,Lko,2024-05-07 00:00:00,INACTIVE,False,231.29,True
MCH3869,HEGDE LTD,Maharashtra,,,Partnership,Pune,2026-01-28 22:35:06,ACTIVE,True,342.59,False
MCH4621,Ravel-Chaudhuri,Delhi,5942,Book Store,Private Limited,Delhi,2024-08-04 00:00:00,ACTIVE,True,397.3,True
MCH2704,Sengupta-Sarin,Maharashtra,5699,Apparel,Private Limited,Poona,2023-03-08 07:11:36,ACTIVE,False,2593.67,True
MCH1479,"Mandal, Barad and Srinivasan",West Bengal,5942,Book Store,Partnership,Kolkata,2025-07-27 00:00:00,ACTIVE,False,,True
MCH9416,Kulkarni and Sons,Maharashtra,5411,Grocery,Partnership,Mumbai,2024-12-13 22:23:48,ACTIVE,False,755.0,True
MCH4747,issac plc,Maharashtra,4131,Transportation,Private Limited,Mumbai,2023-07-07 09:40:00,INACTIVE,False,,True
MCH7003,"Dutt, Sachdeva and Sridhar",Uttar Pradesh,5999,Misc Retail,Individual,Lucknow,2025-04-30 00:00:00,INACTIVE,False,418.71,True
MCH3123,"Hegde, Bahl and Comar",Delhi,,,Private Limited,Delhi,2023-06-01 00:00:00,ACTIVE,False,2133.64,True
MCH4691,"Deshmukh, Pant and Garg",Karnataka,7011,Hotel / Lodging,Sole Proprietor,Bangalore,2025-05-10 00:00:00,ACTIVE,False,2116.48,False
MCH9092,Mall-Deshpande,Delhi,7011,Hotel / Lodging,Partnership,Delhi,2025-12-26 00:00:00,INACTIVE,False,1485.1,True
MCH9857,Mitra-Bala,Karnataka,5311,Department Store,Partnership,Bangalore,2024-01-15 00:21:39,ACTIVE,False,507.74,True
MCH9056,"Misra, Kalita and Kapur",Uttar Pradesh,5942,Book Store,Private Limited,Lko,2023-06-17 00:00:00,ACTIVE,False,497.59,True
MCH9733,SATHE-HARI,Karnataka,4131,Transportation,Partnership,Bangalore,2025-09-24 05:50:29,ACTIVE,False,1033.79,False
MCH7489,Sridhar PLC,Karnataka,5999,Misc Retail,Individual,Bangalore,2024-09-15 00:00:00,ACTIVE,False,990.64,False
MCH8297,Ghose PLC,West Bengal,4131,Transportation,Partnership,Kolkata,2024-12-02 00:00:00,ACTIVE,False,1408.64,True
MCH3733,Ramakrishnan-Chaudhuri,Punjab,7011,Hotel / Lodging,Sole Proprietor,Amritsar,2025-03-15 00:00:00,ACTIVE,False,1213.25,False
MCH9940,"Thakur, Chokshi and Char",Punjab,5699,Apparel,Sole Proprietor,Jalandhar,2023-01-16 00:00:00,ACTIVE,False,1656.0,False
MCH3284,Lal and Sons,Punjab,,,Private Limited,Ludhiana,2024-02-18 00:00:00,INACTIVE,False,3943.29,True
MCH4068,Balakrishnan Inc,Punjab,4814,Telecom,Individual,Jalandhar,2024-11-23 00:00:00,ACTIVE,False,1322.89,False
MCH5938,Prabhu LLC,Punjab,5999,Misc Retail,Sole Proprietor,Jalandar,2024-10-16 00:00:00,ACTIVE,False,590.79,False
MCH4968,Choudhry Inc,Rajasthan,4814,Telecom,Partnership,Jaipur,,ACTIVE,False,1122.44,True
MCH8844,"Lad, Walia and Raj",Punjab,5912,Medical / Pharmacy,Individual,Ludhiana,2025-11-26 00:00:00,ACTIVE,False,,True
MCH8312,"Ramanathan, Andra and Sarma",Uttar Pradesh,5912,Medical / Pharmacy,Partnership,Lko,2023-02-20 00:00:00,ACTIVE,True,1966.71,True
MCH5968,"SOMAN, ISSAC AND GOSWAMI",Punjab,5311,Department Store,Private Limited,Jalandhar,2025-10-16 00:00:00,ACTIVE,False,5598.75,True
MCH6044,Narain-Srivastava,Telangana,7011,Hotel / Lodging,Sole Proprietor,Hyderabad,2026-02-11 00:00:00,ACTIVE,False,141.65,False
MCH3779,aggarwal-hans,West Bengal,5311,Department Store,Private Limited,Kolkata,2024-12-04 08:30:32,ACTIVE,True,1502.01,True
MCH8198,Buch-Sengupta,West Bengal,5311,Department Store,Individual,Kolkata,2023-01-18 00:00:00,INACTIVE,False,2004.67,False
MCH4133,Buch-Hayre,West Bengal,5912,Medical / Pharmacy,Partnership,Kolkata,2024-02-16 00:00:00,SUSPENDED,True,1903.02,False
MCH6816,Muni-Bakshi,Maharashtra,,,Private Limited,Mumbai,2025-10-19 19:36:20,SUSPENDED,False,1412.92,True
MCH8338,Basu Ltd,Maharashtra,5812,Restaurant,Private Limited,Pune,2025-06-21 00:00:00,ACTIVE,False,279.5,True
MCH8189,BAJAJ-SURA,Delhi,4131,Transportation,Sole Proprietor,Delhi,2023-01-31 11:30:49,ACTIVE,False,1010.26,False
MCH8823,SUBRAMANIAN INC,Maharashtra,5699,Apparel,Partnership,Mumbai,2024-01-31 00:00:00,SUSPENDED,False,523.43,True
MCH8140,"Chokshi, Johal and Sachdeva",West Bengal,5812,Restaurant,Sole Proprietor,Kolkata,2024-08-24 20:09:39,ACTIVE,False,1136.04,False
MCH7688,"Kata, Bobal and Basu",Punjab,5912,Medical / Pharmacy,Sole Proprietor,Ldh,2025-07-29 00:00:00,ACTIVE,False,3346.0,True
MCH3393,"PANCHAL, MISTRY AND SAWHNEY",Punjab,,,Sole Proprietor,Amritsar,,ACTIVE,False,612.0,False
MCH2923,bahri plc,Karnataka,5912,Medical / Pharmacy,Sole Proprietor,Bangalore,2024-11-11 00:00:00,ACTIVE,False,1195.19,False
MCH2887,Rau-Saha,Delhi,5699,Apparel,Sole Proprietor,Delhi,2023-08-17 00:00:00,ACTIVE,False,,True
MCH6729,Sharma and Sons,Punjab,5311,Department Store,Partnership,Amritsar,2023-01-27 00:00:00,ACTIVE,False,442.47,False
MCH3652,Varghese PLC,Punjab,,,Partnership,Ldh,,ACTIVE,False,2254.0,False
MCH6741,PARIKH-BHATT,Delhi,7011,Hotel / Lodging,Partnership,Delhi,2025-06-20 00:00:00,SUSPENDED,False,664.53,False
MCH9450,"Bahl, Varughese and Char",Maharashtra,4814,Telecom,Partnership,Pune,2023-06-22 16:33:28,ACTIVE,False,260.0,True
MCH6656,uppal llc,Punjab,5812,Restaurant,Individual,Ldh,2023-10-11 00:00:00,ACTIVE,False,488.8,True
MCH5674,"Chhabra, Samra and Ghosh",Maharashtra,4131,Transportation,Partnership,Mumbai,,ACTIVE,False,1727.77,False
MCH4712,"Gulati, Koshy and Purohit",Uttar Pradesh,5812,Restaurant,Individual,Lucknow,2023-06-13 19:51:00,SUSPENDED,False,576.59,False
MCH9371,Mand-Oommen,Tamil Nadu,,,Private Limited,Chennai,2023-11-11 00:00:00,ACTIVE,False,284.42,False
MCH7443,chander-manda,Delhi,4131,Transportation,Private Limited,Delhi,2024-03-27 00:00:00,ACTIVE,False,1371.0,False
MCH3896,"Bansal, Thakkar and Dar",Karnataka,5942,Book Store,Sole Proprietor,Bangalore,2023-04-20 00:00:00,ACTIVE,False,,True
MCH4836,"Sidhu, Krish and Wadhwa",Maharashtra,5812,Restaurant,Individual,Poona,2025-11-15 20:13:55,ACTIVE,False,431.0,True
MCH9176,Jayaraman PLC,Punjab,5311,Department Store,Private Limited,Jalandar,2025-08-16 00:00:00,SUSPENDED,False,609.42,False
MCH1395,Venkatesh LLC,Uttar Pradesh,5812,Restaurant,Partnership,Lucknow,2023-04-16 01:21:59,ACTIVE,False,641.0,True
MCH3907,"Goswami, Chaudhary and Nanda",Punjab,4814,Telecom,Individual,Ludhiana,2025-06-13 00:00:00,ACTIVE,False,552.22,False
MCH8869,Tella-Roy,Punjab,5912,Medical / Pharmacy,Sole Proprietor,Ldh,2025-05-17 00:00:00,ACTIVE,False,618.72,True
MCH9037,Varty-Vaidya,Punjab,4131,Transportation,Private Limited,Jalandhar,2023-04-17 21:34:00,ACTIVE,False,2383.02,True
MCH5850,Virk-Loke,Maharashtra,5699,Apparel,Partnership,Mumbai,,ACTIVE,False,3558.0,True
MCH9402,Vyas-Nath,Uttar Pradesh,5812,Restaurant,Private Limited,Lko,2023-09-18 00:00:00,ACTIVE,True,640.89,False
MCH1011,Wable and Sons,Punjab,5411,Grocery,Private Limited,Ludhiana,2023-11-02 00:00:00,ACTIVE,False,6536.07,False
MCH2875,Chander-Parmer,Punjab,5311,Department Store,Partnership,Ludhiana,2024-11-12 00:00:00,ACTIVE,False,351.55,True
MCH4097,Venkataraman PLC,Karnataka,5912,Medical / Pharmacy,Sole Proprietor,Bangalore,2025-05-25 04:58:00,ACTIVE,False,405.21,False
MCH8455,Chauhan-Raju,Maharashtra,5311,Department Store,Private Limited,Poona,2023-03-29 00:00:00,ACTIVE,False,1832.78,True
MCH7020,Dalal LLC,Tamil Nadu,5311,Department Store,Partnership,Chennai,2023-10-01 13:17:54,ACTIVE,False,1105.4,False
MCH8029,"Gokhale, Varughese and Dube",Telangana,5311,Department Store,Sole Proprietor,Hyderabad,2025-12-21 00:00:00,ACTIVE,False,973.0,True
MCH7266,Sule PLC,Rajasthan,5812,Restaurant,Partnership,Jaipur,2025-08-30 12:28:51,ACTIVE,False,,True
MCH2045,Nadig-Bal,Maharashtra,5699,Apparel,Private Limited,Pune,2024-02-05 23:14:00,ACTIVE,True,2363.1,False
MCH6755,Subramaniam Inc,Delhi,7011,Hotel / Lodging,Partnership,Delhi,2024-03-23 00:00:00,ACTIVE,False,1535.05,False
MCH5953,"Sandhu, Srinivas and Thakur",Punjab,5699,Apparel,Private Limited,Amritsar,2023-09-10 19:25:00,ACTIVE,False,3101.03,True
MCH2726,"Chawla, Tata and Chander",Tamil Nadu,5699,Apparel,Partnership,Chennai,2025-10-11 02:35:19,INACTIVE,False,2102.32,True
MCH6720,"dhingra, shukla and edwin",Punjab,5912,Medical / Pharmacy,Partnership,Amritsar,2025-08-07 00:00:00,ACTIVE,False,638.0,True
